1.000000000000000056e-01,-2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.992886869063913713e-01,1.929105953223940739e-01,1.883480608535933673e-02,-5.283457274244747481e-02,3.499999999999999778e-01,-1.750000000000000000e+00,1.733613415787343091e-03,1.499999999999999944e-01,-1.499999999999999944e-01,1.499999999999999944e-01,-1.499999999999999944e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.985773738127827315e-01,1.858211906447881367e-01,3.239262339507485017e-02,1.346515513385679319e-02,5.000000000000000000e-01,-1.899999999999999911e+00,2.797314210107507311e-03,2.999999999999999889e-01,-2.999999999999999889e-01,2.999999999999999889e-01,-2.999999999999999889e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.978660607191740917e-01,1.787317859671821996e-01,4.193643266504908096e-02,1.419619271003059735e-01,4.678598161512455000e-01,-2.033217324344026800e+00,4.714022778503188134e-03,4.499999999999999556e-01,-4.499999999999999556e-01,4.499999999999999556e-01,-4.499999999999999556e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.971547476255654519e-01,1.716423812895762624e-01,4.867371625089189635e-02,2.919619271003059957e-01,3.210748079223728624e-01,-2.070435332681009655e+00,5.880915589569503908e-03,5.999999999999999778e-01,-5.999999999999999778e-01,5.999999999999999778e-01,-5.999999999999999778e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.964434345319568120e-01,1.645529766119703252e-01,5.316645001639526413e-02,4.419619271003060179e-01,1.710748079223728679e-01,-2.023228383681513254e+00,6.398566276176032193e-03,7.500000000000000000e-01,-7.500000000000000000e-01,7.500000000000000000e-01,-7.500000000000000000e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.957321214383481722e-01,1.574635719343643880e-01,5.585559201866351076e-02,5.919619271003060401e-01,2.107480792237287348e-02,-1.931227175791299988e+00,7.602843493840196788e-03,9.000000000000000222e-01,-9.000000000000000222e-01,9.000000000000000222e-01,-9.000000000000000222e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.962044484547436907e-01,1.513419455106977396e-01,5.691684394684462522e-02,6.161595218486055625e-01,-4.562366560689239126e-02,-1.939331113545247121e+00,1.011825122444309950e-02,1.050000000000000044e+00,-1.050000000000000044e+00,9.589591385265658907e-01,-1.050000000000000044e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.968146504457761181e-01,1.453330496383939963e-01,5.688544605361217643e-02,5.669425934114100674e-01,4.644998305306198561e-02,-2.022745656870879483e+00,1.130588861907775786e-02,1.199999999999999956e+00,-1.199999999999999956e+00,1.007313485646960993e+00,-1.199999999999999956e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.975903477403421482e-01,1.394594674940851098e-01,5.587211680247107515e-02,6.167797075524580341e-01,-7.393138032365109691e-02,-1.984696089435430411e+00,1.159563655487169838e-02,1.349999999999999867e+00,-1.349999999999999867e+00,1.042938596172413801e+00,-1.349999999999999867e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.983603592883696476e-01,1.335812365196031859e-01,5.398509533323490178e-02,5.390740311484980563e-01,7.606861967634889754e-02,-2.090930813161429480e+00,1.129524175895500054e-02,1.499999999999999778e+00,-1.499999999999999778e+00,1.079001031572727420e+00,-1.499999999999999778e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.992693058016197227e-01,1.278166027753247780e-01,5.138361378607220198e-02,6.190058480180518075e-01,-7.393138032365109691e-02,-2.011092150825952274e+00,1.050331162421987846e-02,1.649999999999999689e+00,-1.649999999999999689e+00,1.104377145332079868e+00,-1.649999999999999689e+00,0.000000000000000000e+00
